% of Regional Sales,% of Total Sales,Region,Customer ID,First Name,Last Name,Sales,Order Date,Stock,Total Regional Sales,Total Sales
6.197789439,3.329890226,East,353,Lotta,Hardan,493.23,15/10/2018,American National Insurance Company,7958.16,14812.2
22.794725900,17.920237184,East,356,Angeline,Birkenshaw,2898.86,05/07/2017,"Magyar Bancorp, Inc.",12717.24,16176.46
37.866787742,37.866787742,East,368,Raquela,Sheridan,5579.55,26/03/2017,"WEC Energy Group, Inc.",14734.68,14734.68
39.176874482,31.181707875,East,369,Adolpho,Novello,6894.84,11/07/2018,Federal Agricultural Mortgage Corporation,17599.26,22111.81
59.140245783,46.005866353,East,373,Bernardina,Alvarado,9148.86,10/01/2019,Star Bulk Carriers Corp.,15469.77,19886.29
58.158837202,24.070536552,East,380,Mylo,Chadwell,5246.91,01/09/2018,"Flex Pharma, Inc.",9021.69,21798.06
41.664427342,29.046204752,East,382,Sinclare,Wisson,5519.72,27/05/2016,Sanofi,13248.04,19003.24
32.161497123,5.000481235,East,385,Cosimo,McCrohon,3325.1,22/01/2017,J P Morgan Chase & Co,10338.76,66495.6
68.425475756,68.425475756,East,387,Domingo,Shedd,3297.54,03/08/2017,"Tetraphase Pharmaceuticals, Inc.",4819.17,4819.17
83.901803776,27.376102396,East,392,Luce,Merrell,9348.49,06/10/2017,Drive Shack Inc.,11142.18,34148.36
33.547104181,21.773667717,East,397,Kayne,Hadaway,2758.31,10/09/2018,"Autoliv, Inc.",8222.2,12668.1
27.974939690,6.514341062,East,398,Hermy,Pritchitt,1942.37,05/11/2016,"CYS Investments, Inc.",6943.25,29816.83
57.929638525,21.320282343,East,399,Patten,Chetwind,4602,04/06/2016,"Micronet Enertec Technologies, Inc.",7944.12,21585.08
76.823973686,76.823973686,East,400,Carol-jean,Furphy,6686.92,27/11/2018,Antero Midstream GP LP,8704.21,8704.21
63.813852147,34.955199586,East,403,My,MacKessock,8323.63,18/06/2016,"AmTrust Financial Services, Inc.",13043.61,23812.28
49.799771761,49.799771761,East,404,Alonzo,Flanner,4560.19,01/09/2017,"Blackrock MuniAssets Fund, Inc.",9157.05,9157.05
28.538757397,14.853482582,East,405,Gibb,Caghy,5234.85,23/11/2016,DTE Energy Company,18342.95,35243.25
16.750893628,2.088179888,East,409,Millisent,Elston,679.5,13/12/2018,Public Storage,4056.5,32540.3
18.475705932,18.475705932,East,410,Nydia,Gino,1079.99,12/03/2019,"Advanced Semiconductor Engineering, Inc.",5845.46,5845.46
45.359332975,33.432263992,East,412,Mayne,Botterell,6811.67,20/07/2018,Service Corporation International,15017.13,20374.54
76.897378178,76.897378178,East,427,Cal,Fernao,5807.29,06/12/2016,Motif Bio plc,7552,7552
43.081490536,19.168911361,East,432,Juan,Smetoun,3115.55,05/09/2017,Black Hills Corporation,7231.76,16253.14
37.146875765,31.426895385,East,433,Ula,Dary,6771.66,09/12/2018,"eHealth, Inc.",18229.42,21547.34
54.594824110,36.903848255,East,434,Garik,Roger,5876.03,30/09/2016,Lexington Realty Trust,10762.98,15922.54
20.613215288,18.922292605,East,439,Olav,Brosenius,3027.23,29/05/2018,"Builders FirstSource, Inc.",14685.87,15998.22
45.918303440,29.946030558,East,451,Karil,Bourner,8138.28,01/06/2018,Select Asset Inc.,17723.39,27176.49
43.826184027,43.826184027,East,457,Emilia,Disbury,4923.21,31/03/2018,Southwestern Energy Company,11233.49,11233.49
52.931249832,26.008472039,East,465,Wood,Chetham,5890.56,21/08/2017,The Gabelli Healthcare & Wellness Trust,11128.7,22648.62
66.945118260,56.130099395,East,467,Allissa,McPake,6325.43,17/03/2018,"American Financial Group, Inc.",9448.68,11269.23
14.226249040,14.226249040,East,473,Sonja,Tolomei,526.32,15/03/2017,"MGP Ingredients, Inc.",3699.64,3699.64
65.584481998,51.048028460,East,488,Bunni,Molyneaux,8400.29,20/04/2019,American Tower Corporation (REIT),12808.35,16455.66
27.666914580,27.666914580,East,489,Lock,Sommerfeld,3437.26,28/12/2017,Hecla Mining Company,12423.72,12423.72
58.335572658,40.668433383,East,494,Archibaldo,Ruter,7728.32,24/02/2018,Sanofi,13248.04,19003.24
14.221096808,2.512338280,East,495,Claire,Gellately,483.55,12/09/2018,Legacy Reserves LP,3400.23,19247.01
46.261269982,28.904700190,East,504,Merissa,Root,6690.86,26/09/2017,eBay Inc.,14463.2,23148
55.225747396,12.041417767,East,508,Ardine,Bossons,4561.1,08/02/2017,"SunTrust Banks, Inc.",8259.01,37878.43
57.178825725,22.141923032,East,512,Linnet,Begin,3326.99,19/05/2017,"ING Group, N.V.",5818.57,15025.75
49.569917886,30.991611756,East,515,Georg,Mewha,7697.43,10/12/2018,"Haverty Furniture Companies, Inc.",15528.43,24837.14
55.083924594,28.186523284,East,517,Augustin,Belding,8572.59,16/06/2017,Vantage Energy Acquisition Corp.,15562.78,30413.79
48.276315653,17.227305967,East,528,Dalia,De Moreno,2789.28,10/11/2018,"Ominto, Inc.",5777.74,16191.04
14.940254800,14.940254800,East,532,Loretta,Mantz,1605.55,08/05/2017,"Ignyta, Inc.",10746.47,10746.47
47.123805588,30.183565059,East,533,Tarrance,Greenrodd,8119.05,26/09/2017,Melco Resorts & Entertainment Limited,17229.19,26898.91
44.967369985,33.050838799,East,540,Nathanial,Shephard,3558.25,31/10/2018,Saratoga Investment Corp,7912.96,10765.99
54.081696560,35.269860089,East,541,Nicolai,Egleton,9585.11,22/06/2016,Select Asset Inc.,17723.39,27176.49
45.405175890,30.692025267,East,545,Verney,Pitrasso,4886.95,24/09/2016,Lexington Realty Trust,10762.98,15922.54
95.722514509,66.062562481,East,576,Corbin,Liggens,3951.77,02/04/2017,"Kadmon Holdings, Inc.",4128.36,5981.86
22.358563387,6.469608605,East,579,Constantino,Poetz,1485.93,16/08/2018,"Dominion Energy, Inc.",6645.91,22967.85
50.200228239,50.200228239,East,583,Vin,Croll,4596.86,28/11/2018,"Blackrock MuniAssets Fund, Inc.",9157.05,9157.05
18.193882964,16.701420533,East,594,Rodina,Duncombe,2671.93,14/01/2019,"Builders FirstSource, Inc.",14685.87,15998.22
53.193097882,16.230965577,East,606,Virgie,Stewart,8330.72,31/10/2017,Wells Fargo & Company,15661.28,51326.09
51.723684347,18.457492539,East,613,Jamesy,O'Nowlan,2988.46,27/04/2019,"Ominto, Inc.",5777.74,16191.04
81.524294068,81.524294068,East,617,Lonee,Feaviour,4765.47,28/06/2018,"Advanced Semiconductor Engineering, Inc.",5845.46,5845.46
7.003815074,1.564259866,East,618,Ambrosius,Usborn,186.52,17/08/2016,"First Connecticut Bancorp, Inc.",2663.12,11923.85
61.702487538,61.702487538,East,619,Madelena,Dast,4888.25,16/02/2019,Invesco Plc,7922.29,7922.29
35.143686507,13.609037818,East,621,Diandra,Whiteland,2044.86,30/08/2018,"ING Group, N.V.",5818.57,15025.75
85.059745200,85.059745200,East,631,Lyle,Gainsbury,9140.92,30/05/2018,"Ignyta, Inc.",10746.47,10746.47
47.217700195,41.906456895,East,632,Dulciana,Shacklady,7694.96,20/10/2017,JM Global Holding Company,16296.77,18362.23
33.998639839,15.585646680,East,633,Arnuad,Maddams,2339.63,07/12/2018,News Corporation,6881.54,15011.44
83.249106372,10.377900634,East,637,Tamar,Brou,3377,20/06/2017,Public Storage,4056.5,32540.3
34.740294634,31.449009583,East,639,Guenevere,Proven,4299.24,18/04/2017,Boyd Gaming Corporation,12375.37,13670.51
85.002680104,60.702508512,East,645,Tamas,Ambrosoni,8151.06,23/10/2016,"Tyler Technologies, Inc.",9589.18,13427.88
44.774252604,9.762574637,East,647,Guthrie,Filipczak,3697.91,08/11/2017,"SunTrust Banks, Inc.",8259.01,37878.43
7.677487768,2.973029632,East,649,Lannie,Mintoff,446.72,27/06/2018,"ING Group, N.V.",5818.57,15025.75
29.957661620,29.957661620,East,651,Brnaby,Knibbs,3609.35,10/04/2019,Nuveen Select Tax Free Income Portfolio,12048.17,12048.17
42.070361475,15.483472843,East,662,Thorvald,Boshell,3342.12,10/03/2018,"Micronet Enertec Technologies, Inc.",7944.12,21585.08
29.387951017,29.387951017,East,674,Rosalind,Uridge,1720.45,03/02/2017,Denbury Resources Inc.,5854.27,5854.27
43.673246542,29.493606314,East,679,Gunter,Kuhnel,7383.22,23/06/2017,Pattern Energy Group Inc.,16905.59,25033.29
19.350895254,19.350895254,East,689,Torrey,Dooland,842.12,29/06/2016,"GoPro, Inc.",4351.84,4351.84
77.930880615,37.443311546,East,690,Meris,Whyke,9920.04,13/08/2017,"Carbo Ceramics, Inc.",12729.28,26493.49
4.467651575,0.874786280,East,696,Franni,Pithcock,106.78,07/12/2016,Rosehill Resources Inc.,2390.07,12206.41
10.551197538,5.533337820,East,697,Hallie,Tofanelli,748.12,09/10/2017,Atlantic Coast Financial Corporation,7090.38,13520.23
43.809126713,13.367607001,East,700,Lou,Casse,6861.07,30/04/2019,Wells Fargo & Company,15661.28,51326.09
38.297512462,38.297512462,East,702,Abra,Zupo,3034.04,12/12/2017,Invesco Plc,7922.29,7922.29
2.997775405,0.914719980,East,705,Brittan,Ansill,469.49,19/05/2017,Wells Fargo & Company,15661.28,51326.09
53.738730018,33.576723691,East,709,Brady,Neem,7772.34,12/02/2017,eBay Inc.,14463.2,23148
12.072739048,5.437356587,East,714,Kora,Grason,1036.47,22/06/2016,Apollo Commercial Real Estate Finance,8585.21,19062.02
13.458441832,6.044817362,East,723,Dorette,Apperley,1552.08,29/12/2016,SPDR Dorsey Wright Fixed Income Allocation ETF,11532.39,25676.21
50.883164363,50.883164363,East,724,Edithe,Andreas,9500.36,31/03/2017,Lyon William Homes,18670.93,18670.93
90.452117416,47.168493640,East,726,Blake,Biggin,7139.06,24/03/2017,"Yum! Brands, Inc.",7892.64,15135.23
87.927260952,39.600944706,East,732,Josi,Coppins,7548.74,06/08/2017,Apollo Commercial Real Estate Finance,8585.21,19062.02
17.083026930,17.083026930,East,734,Joshua,Slemmonds,3189.56,26/12/2016,Lyon William Homes,18670.93,18670.93
22.971331271,13.308970028,East,741,Carrol,Nunns,2824.95,09/01/2019,"Woodward, Inc.",12297.72,21225.91
41.841162798,17.317045645,East,742,Beltran,Fouch,3774.78,07/09/2017,"Flex Pharma, Inc.",9021.69,21798.06
50.968832975,45.084753770,East,763,Dru,Lutwyche,9352.21,27/03/2019,"Tortoise MLP Fund, Inc.",18348.88,20743.62
74.181604919,16.393994360,East,775,Vania,Trosdall,7715.74,22/02/2018,Citigroup Inc.,10401.15,47064.43
43.588686642,13.343492261,East,777,Cecilius,Le Grice,3753.91,05/02/2017,Vornado Realty Trust,8612.12,28132.89
40.859754217,31.785265125,East,779,Adrianne,Walkey,6320.91,13/02/2017,Star Bulk Carriers Corp.,15469.77,19886.29
31.574524244,31.574524244,East,780,Rafaelita,Edridge,1521.63,30/05/2018,"Tetraphase Pharmaceuticals, Inc.",4819.17,4819.17
56.411313358,17.268791084,East,788,Erminie,Ingleston,4858.21,09/04/2017,Vornado Realty Trust,8612.12,28132.89
70.042338380,70.042338380,East,791,Tildie,Scotney,8438.82,14/02/2019,Nuveen Select Tax Free Income Portfolio,12048.17,12048.17
45.438956496,45.438956496,East,799,Adelice,Berrane,794.95,15/05/2017,OM Asset Management plc,1749.49,1749.49
71.652738730,15.663154817,East,807,Natalee,Glastonbury,4992.77,01/04/2018,Tsakos Energy Navigation Ltd,6968.01,31875.89
77.028668729,44.628333956,East,820,Anjanette,Crissil,9472.77,21/07/2017,"Woodward, Inc.",12297.72,21225.91
47.068750168,23.127855030,East,829,Conant,Wynter,5238.14,23/04/2018,The Gabelli Healthcare & Wellness Trust,11128.7,22648.62
10.962527321,2.396387991,East,832,Rubina,Traill,763.87,04/05/2018,Tsakos Energy Navigation Ltd,6968.01,31875.89
65.259705366,59.077020535,East,857,Merissa,Guage,8076.13,06/08/2017,Boyd Gaming Corporation,12375.37,13670.51
69.609969766,47.886529599,East,859,Axel,Rohloff,7480.35,06/01/2019,SandRidge Mississippian Trust I,10746.09,15620.99
54.537718162,54.537718162,East,860,Travers,Blaisdell,6626.54,04/06/2017,Fang Holdings Limited,12150.38,12150.38
40.010618130,36.167261224,East,862,Morgen,Agget,5373.37,28/09/2016,"T-Mobile US, Inc.",13429.86,14857
53.428638414,12.712723746,East,866,Dickie,MacKenny,2825.83,25/09/2017,Anworth Mortgage Asset  Corporation,5288.98,22228.36
69.521562535,69.521562535,East,872,Guido,Paulon,8931.31,15/03/2018,Nuveen AMT-Free Municipal Value Fund,12846.82,12846.82
32.338881238,22.682735381,East,888,Timotheus,Bowld,7732.98,29/07/2018,"Legg Mason, Inc.",23912.33,34091.92
54.561043504,54.561043504,East,911,Robin,Moggie,954.54,11/10/2018,OM Asset Management plc,1749.49,1749.49
95.923764543,95.923764543,East,915,Rafferty,Ramey,7758.41,30/05/2017,Cardiome Pharma Corporation,8088.1,8088.1
10.518780361,5.306871672,East,926,Quinlan,Clausen-Thue,1372.4,25/04/2019,Aegon NV,13047.14,25860.81
46.483047791,46.483047791,East,929,Kore,Givens,5219.27,06/04/2018,"Sprott Focus Trust, Inc.",11228.33,11228.33
66.452895819,43.131093061,East,944,Kendal,Arnaudet,5463.89,28/04/2018,"Autoliv, Inc.",8222.2,12668.1
34.415518002,26.787500471,East,946,Larissa,Gley,4408.06,15/10/2016,American Tower Corporation (REIT),12808.35,16455.66
80.649104746,80.649104746,East,950,Milena,Garvie,3509.72,14/09/2016,"GoPro, Inc.",4351.84,4351.84
85.773750960,85.773750960,East,955,Sybil,Woollett,3173.32,19/12/2016,"MGP Ingredients, Inc.",3699.64,3699.64
72.025060310,16.772004267,East,961,Jonas,Enos,5000.88,26/07/2018,"CYS Investments, Inc.",6943.25,29816.83
63.732904400,63.732904400,East,971,Vonny,Vala,9798.66,03/04/2017,"Dreyfus Strategic Municipal Bond Fund, Inc.",15374.57,15374.57
36.267095600,36.267095600,East,979,Emelen,Inder,5575.91,31/12/2016,"Dreyfus Strategic Municipal Bond Fund, Inc.",15374.57,15374.57
10.248148445,10.248148445,East,984,Kalvin,Riepel,1085.53,07/04/2017,"Sally Beauty Holdings, Inc.",10592.45,10592.45
52.798541129,27.479900406,East,986,Chev,Maude,9684.81,28/08/2016,DTE Energy Company,18342.95,35243.25
4.198550356,2.888293252,East,987,Marve,Corringham,451.18,25/09/2016,SandRidge Mississippian Trust I,10746.09,15620.99
66.001360161,30.256324510,East,992,Lora,Lucius,4541.91,30/08/2018,News Corporation,6881.54,15011.44
37.142618130,37.142618130,East,996,Milissent,Nuzzti,5594.41,01/04/2017,"BroadVision, Inc.",15061.97,15061.97
52.782299805,46.845127199,East,997,Carlene,Axe,8601.81,12/12/2016,JM Global Holding Company,16296.77,18362.23
62.133212258,62.133212258,East,998,Hailey,Parmer,9155.13,31/08/2016,"WEC Energy Group, Inc.",14734.68,14734.68
